StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q15_3_TEXT,Q15_5_TEXT,Q15_4_TEXT,Q15_2_TEXT,Q15_1_TEXT,Q15_6_TEXT,Q17,Q18,Q18_8_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q24_1,Q24_2,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28,Q29,Q30,Q31,Q32,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q41,Q42,Q43,Q44,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q48_1,Q48_2,Q49,Q50,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q53,Q53_7_TEXT,Q_UnansweredPercentage,Q_UnansweredQuestions,Eligible
2025-12-04 16:13:10,2025-12-04 16:23:51,0,174.243.29.50,100,640,1,2025-12-04 16:23:51,R_3zYZOK5OeYFY8Eh,,,,,40.8271,-73.9359,qr,EN,1,1,1,1,2,1,,New York ,2023,2,1,2.5,"2,1","2,6",Developemental disabilities teletherapy ,2,,,,Special needs prek ,,,1,"3,1",,1,2,2,4,4,4,4,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,4,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,2,3,3,2,2,2,2,2,4,5,3,3,3,3,3,2,3,4,3,1,1,1,1,1,1,1,1,1,"4,3,1,2,5,6",,0,,No
2025-12-04 16:14:06,2025-12-04 16:28:29,0,68.237.101.202,100,862,1,2025-12-04 16:28:29,R_5OMRtMXC5KLhRvL,,,,,40.916,-73.0497,qr,EN,1,1,1,1,2,1,,New York ,2024,2,1,4 months ,1,"2,1,6",university clinic,2,,,,,,,1,,,1,3,3,5,5,5,5,5,5,3,3,4,4,4,4,4,1,1,1,1,1,1,4,3,4,3,5,4,3,4,3,3,3,2,3,3,3,3,4,4,2,2,3,2,2,2,2,2,3,3,4,3,3,3,4,4,3,2,3,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,2,2,2,2,5,4,4,4,4,4,3,2,2,3,5,5,3,1,1,3,5,5,3,5,3,,0.0196078431372549,QID78,No
2025-12-04 16:30:15,2025-12-04 16:36:49,0,47.17.82.194,100,394,1,2025-12-04 16:36:49,R_51TUiZWWtvXOBWI,,,,,40.8156,-73.509,qr,EN,1,1,1,1,2,1,,NY,2021,2,1,3.5,1,2,,2,,,,Farmingdale school district ,,,1,,,1,1,2,4,4,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,3,2,2,3,3,3,4,3,3,3,5,5,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,,,0.0392156862745098,"QID60,QID78",No
2025-12-04 16:44:00,2025-12-04 16:50:09,0,172.56.34.11,100,369,1,2025-12-04 16:50:10,R_3TpdN9hRnS56ix3,,,,,40.7035,-73.9235,qr,EN,1,1,1,1,2,3,,CT,2020,2,1,5 years ,"2,1","4,1",,"4,1",,,3 years ,,2 years,,1,"2,1",,2,2,2,4,5,5,3,4,4,2,3,1,1,3,1,3,3,3,3,4,3,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43137254901960786,"QID34,QID87,QID82,QID56,QID53,QID60,QID35,QID79,QID86,QID28,QID66,QID85,QID47,QID54,QID36,QID88,QID81,QID48,QID55,QID49,QID70,QID37",No
2025-12-04 16:22:40,2025-12-04 16:56:08,0,69.122.240.168,100,2008,1,2025-12-04 16:56:09,R_37KBNPzJkHi0PRo,,,,,40.8687,-73.0015,qr,EN,1,1,1,1,2,4,2 year supposed to be in person but in house clinic was during Covid,New York,2021,2,1,3 years ,"2,1","4,6",ENT office,2,,,,8am-3pm Monday-Thursday,,,2,"7,1,8",Neurodiversity ,2,2,2,4,5,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,2,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,3,3,3,1,1,2,1,4,5,2,1,2,1,2,1,1,3,1,1,2,1,1,2,2,2,2,2,"3,2,6",,0,,No
2025-12-04 17:22:11,2025-12-04 17:39:01,0,68.237.100.113,100,1010,1,2025-12-04 17:39:02,R_1abpEkKoNjbOkQP,,,,,40.7801,-73.2458,qr,EN,1,1,1,1,2,1,,New York,2015,2,1,10,"2,1","2,1",,"4,2,1",,,8 years,2 years,1 year,,2,"2,5,1",,1,2,3,4,5,5,5,5,5,3,1,1,1,1,1,1,3,1,1,1,1,1,2,5,1,5,4,3,1,2,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,1,1,1,2,4,5,4,5,5,4,4,5,5,5,1,1,5,3,5,5,5,5,5,5,,,0.0196078431372549,QID60,No
2025-12-04 17:55:09,2025-12-04 18:01:31,0,68.197.133.60,100,381,1,2025-12-04 18:01:31,R_54jiSlvQtq1Tzw3,,,,,40.8286,-72.9978,qr,EN,1,1,1,1,2,1,,NY,2024,2,1,0,"2,1","3,5,2,1",,1,,,,,CF Year,,3,,,1,5,3,5,5,5,5,5,5,5,3,2,2,1,2,2,1,1,1,1,1,1,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,2,2,5,5,4,4,4,3,4,4,3,5,4,4,2,1,3,3,2,2,2,2,4,,0.0196078431372549,QID78,No
2025-12-04 17:56:54,2025-12-04 18:05:01,0,72.80.88.168,100,486,1,2025-12-04 18:05:01,R_6E4NP3AEbasoLcM,,,,,40.821,-73.143,qr,EN,1,1,1,1,2,1,,New York,2005,2,1,20,"2,1","3,5,4,2,1",,3,,,,,,,1,"2,5,4,3,1",,1,2,3,5,5,5,5,4,4,3,1,1,1,1,1,1,3,1,4,4,1,3,3,3,2,3,4,2,2,2,2,2,3,2,3,3,4,3,4,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,2,2,1,4,4,4,4,4,2,2,2,2,5,3,3,2,2,4,3,5,3,3,3,1,1,1,2,2,2,2,1,1,"4,3,5,6",,0,,No
2025-12-04 18:04:57,2025-12-04 18:22:01,0,35.145.212.187,100,1023,1,2025-12-04 18:22:01,R_5DpSXpdgzLY6CGV,,,,,28.0206,-82.4574,qr,EN,1,1,1,1,2,1,,Florida,2021,2,1,4,1,"5,2",,2,,,,40hrs/week,,,1,"2,7,1",,1,3,2,4,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,4,,2,1,5,2,4,4,5,4,3,2,4,4,1,1,3,1,1,1,4,4,3,3,5,4,4,2,4,4,2,1,1,3,1,4,3,5,5,4,1,2,2,1,4,5,4,2,5,4,2,3,2,4,1,1,2,1,1,2,2,2,2,2,"4,3,2,6",,0,,No
2025-12-04 18:26:42,2025-12-04 18:34:13,0,24.45.190.209,100,451,1,2025-12-04 18:34:14,R_1MSfQzoMhUcZyjP,,,,,40.7436,-73.6368,qr,EN,1,1,1,1,2,1,,New York,2015,2,1,10 years ,1,"2,1",,2,,,,10,,,1,"2,3,1",,1,3,2,5,5,5,5,5,5,4,3,3,1,1,5,3,1,4,1,1,5,1,2,2,2,2,3,2,2,3,2,3,2,3,3,4,3,2,2,3,2,4,3,4,4,3,2,2,1,2,2,3,2,1,1,1,2,4,4,4,4,2,2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,2,4,5,4,4,5,4,4,3,3,5,3,2,2,1,1,2,2,2,1,1,"3,1,2,6",,0,,No
2025-12-04 17:55:51,2025-12-04 18:41:33,0,91.196.69.217,100,2742,1,2025-12-04 18:41:34,R_3JeE6x4oTBjJDYM,,,,,39.0469,-77.4903,qr,EN,1,1,1,1,2,1,,New York ,2023,2,1,3 years,1,"4,2",,2,,,,35 hours a week,,,1,"2,4,7,1",,1,2,3,5,5,5,5,5,5,5,4,1,2,1,3,2,1,1,1,1,1,1,3,3,2,3,3,4,3,2,2,2,4,4,5,4,4,2,3,2,4,4,5,4,4,4,4,3,2,2,2,2,2,2,2,1,3,4,5,5,5,4,4,4,1,1,1,1,1,4,4,4,4,3,2,2,3,3,5,5,5,4,4,3,4,4,3,4,3,1,2,1,2,3,3,1,3,3,"4,3,5,6",,0,,No
2025-12-04 18:58:53,2025-12-04 19:07:29,0,174.229.62.188,100,516,1,2025-12-04 19:07:29,R_3y9ESyVS50A9IOL,,,,,40.839,-73.946,qr,EN,1,1,1,1,2,1,,New york,2023,2,1,1,"2,1","2,1,6",Home health ,"2,1,6",,,,,,Home health ,1,"2,1",,1,5,4,4,5,5,5,5,5,5,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,4,4,5,1,4,3,2,3,5,5,2,2,2,2,2,2,2,2,3,1,3,3,3,3,4,4,2,1,2,2,2,4,4,5,4,4,1,2,3,2,5,3,2,4,3,4,3,3,1,5,3,4,3,1,3,5,5,5,3,5,"4,3,2",,0,,No
2025-12-04 19:11:28,2025-12-04 19:28:48,0,173.56.230.78,100,1040,1,2025-12-04 19:28:48,R_3zI0HTSLfScMq7n,,,,,40.8561,-73.2154,qr,EN,1,1,1,1,2,1,,NY,1993,1,1,33 years,1,"4,2",,2,,,,,,,1,"4,7,3,1",,1,3,2,2,3,5,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,3,4,1,1,1,1,,1,1,1,1,3,,0,,No
2025-12-04 19:24:01,2025-12-04 19:38:14,0,67.86.116.148,100,852,1,2025-12-04 19:38:14,R_67aLFREwHy6Fq6t,,,,,40.7801,-73.2458,qr,EN,1,1,1,1,2,1,,NY,2023,2,1,2,"2,1","3,5,4",,"4,2",,,1 year,2 years,,,1,"7,1,8",Feeding therapy ,1,2,3,5,5,5,5,5,5,5,2,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,3,2,2,2,2,2,3,2,4,3,4,3,4,4,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,5,4,4,1,3,1,3,3,3,5,1,1,2,1,1,2,3,3,1,1,"3,1,2,6",,0,,No
2025-12-04 20:29:07,2025-12-04 20:29:19,0,100.1.253.63,100,11,1,2025-12-04 20:29:19,R_3VD8g24NeyYZ68E,,,,,40.6496,-74.3505,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"QID38,QID39,QID42,QID44",No
2025-12-04 23:05:37,2025-12-04 23:33:28,0,47.149.151.116,100,1671,1,2025-12-04 23:33:29,R_7D9mdnGh1PI9O3T,,,,,33.8697,-118.3693,qr,EN,1,1,1,1,2,1,,NY,2014,2,1,11,"2,1","3,5,2",,2,,,,6 years,,,3,"2,5,4,7,3,1",,1,4,2,5,5,5,5,5,5,2,3,3,3,3,3,3,1,1,1,1,1,1,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,4,3,3,3,3,3,5,5,5,5,5,3,3,2,2,5,3,2,3,5,5,2,5,5,4,5,5,4,2,5,5,5,5,5,5,"1,2,6",,0,,No
2025-12-05 02:40:44,2025-12-05 03:45:27,0,166.198.21.124,100,3883,1,2025-12-05 03:45:28,R_7foAPoLgMFkkgmn,,,,,40.8477,-73.8418,qr,EN,1,1,1,1,2,1,,New York,2022,2,1,1 ,1,"3,5,2,1",,"4,2",,,3 months ,1 year and 8 months ,,,1,1,,1,2,2,3,5,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,1,1,1,4,4,4,4,3,3,3,3,3,4,5,1,1,1,1,1,1,1,1,1,"2,6",,0,,No
2025-12-05 06:43:05,2025-12-05 06:50:02,0,172.56.161.175,100,416,1,2025-12-05 06:50:02,R_6sZxLPR8ANLWLMR,,,,,40.6764,-73.8753,qr,EN,1,1,1,1,2,1,,Massachusetts ,2001,2,1,25 years,1,2,,2,,,,25 years ,,,1,"5,7,1",,1,1,2,3,3,4,4,3,3,2,1,4,1,1,5,1,1,5,1,1,5,1,1,1,1,1,2,1,1,1,1,1,2,2,4,2,2,2,4,4,2,2,4,2,2,4,4,4,1,1,4,2,2,4,4,4,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,"3,2",,0,,No
2025-12-05 06:46:21,2025-12-05 06:58:14,0,174.216.209.215,100,713,1,2025-12-05 06:58:14,R_5TQR9yc6oyrFJzE,,,,,40.6799,-74.0028,qr,EN,1,1,1,1,2,1,,New York,2020,2,1,5,"2,1","3,5,2",,2,,,,"Full time, 6 years",,,1,"5,4,3,1",,1,2,2,3,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,3,3,3,3,4,3,3,2,2,2,3,3,4,3,3,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,1,2,5,4,3,3,3,3,2,2,2,4,4,2,3,2,3,3,3,3,3,3,"4,3,1,2,6",,0,,No
2025-12-05 09:09:47,2025-12-05 09:19:00,0,172.59.96.139,100,552,1,2025-12-05 09:19:01,R_16ChGrQ7cQbZeeJ,,,,,43.1166,-87.9904,qr,EN,1,1,1,1,2,1,,Wisconsin ,2000,2,1,25,2,"3,2",,"3,5,1",25 years,25 years,,,5 years,,2,"2,4,7,3,1",,1,2,2,3,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,1,2,2,2,5,4,3,2,5,5,3,2,2,4,3,4,5,3,5,5,5,5,5,5,"4,3,5",,0,,No
2025-12-05 09:58:05,2025-12-05 09:58:23,0,174.230.100.52,100,18,1,2025-12-05 09:58:23,R_70OdHIja6DgwQSa,,,,,40.7555,-73.6079,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"QID38,QID39,QID42,QID44",No
2025-12-05 09:58:42,2025-12-05 09:58:59,0,174.230.100.52,100,17,1,2025-12-05 09:58:59,R_7RHPoLk9KJCD6sF,,,,,40.7555,-73.6079,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"QID38,QID39,QID42,QID44",No
2025-12-05 10:31:50,2025-12-05 10:45:07,0,172.56.163.10,100,797,1,2025-12-05 10:45:08,R_3GKqCBKRLW04jJG,,,,,40.6764,-73.8753,qr,EN,1,1,1,1,2,1,,New York ,1984,2,1,41 years,1,"3,5,2",,2,,,,,,,1,"4,7,1",,2,2,1,4,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,5,5,1,1,1,1,1,1,1,2,3,2,2,1,1,2,2,2,2,2,3,,0,,No
2025-12-05 11:00:55,2025-12-05 11:17:35,0,148.76.95.186,100,999,1,2025-12-05 11:17:36,R_7O2oU9aNjyhDacP,,,,,40.916,-73.0497,qr,EN,1,1,1,1,2,2,,New York,2021,2,1,5,1,"4,2",,4,,,2 years ,,,,1,"5,7,1",,1,1,1,4,4,5,4,5,5,5,1,3,1,1,5,1,1,2,1,1,5,1,2,2,2,2,3,2,2,3,2,2,1,1,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,,0,,No
2025-12-05 14:10:20,2025-12-05 14:22:26,0,71.125.54.212,100,725,1,2025-12-05 14:22:26,R_3NT6eFQqUAy96Sd,,,,,40.7251,-73.2454,qr,EN,1,1,1,1,1,1,,New York,2021,2,1,3 years ,1,"3,5,2",,"2,6",,,,2.5 years,,Early Intervention home care- 1.5 years,1,"5,7,1,8",Bilingual population,1,2,3,3,4,4,4,4,4,5,3,1,1,1,3,1,1,1,1,1,1,1,3,2,4,4,3,3,2,2,2,2,4,2,4,2,2,2,4,4,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,2,1,3,2,2,2,2,2,1,1,1,1,4,5,4,3,3,4,3,1,1,4,3,1,2,1,1,2,2,2,2,2,"3,2,6",,0,,No
2025-12-05 14:32:40,2025-12-05 14:32:50,0,66.108.246.230,100,10,1,2025-12-05 14:32:52,R_6di3AVqwbiMPJVA,,,,,40.7109,-73.7388,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"QID38,QID39,QID42,QID44",No
2025-12-05 14:33:58,2025-12-05 14:50:35,0,66.108.246.230,100,997,1,2025-12-05 14:50:36,R_6obB8mVRdfJJGC7,,,,,40.7109,-73.7388,qr,EN,1,1,1,1,2,1,,New York,1983,2,1,41,"2,1","3,5,2,1",,2,,,,,,,1,"2,4,7,8",School aged,1,,2,5,5,5,5,5,5,3,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,2,2,2,2,3,2,3,3,3,3,3,3,4,4,2,2,2,2,2,2,3,3,3,2,3,3,3,3,4,4,3,2,3,2,2,3,2,3,2,2,1,1,1,1,2,5,2,2,2,1,1,1,1,5,1,2,2,1,2,2,2,2,2,2,"4,3,5,7",,0.0196078431372549,QID65,No
2025-12-05 15:11:22,2025-12-05 15:32:08,0,172.226.202.74,100,1246,1,2025-12-05 15:32:09,R_5mvJI56yIqQ5r1f,,,,,41.3079,-72.9268,qr,EN,1,1,1,1,2,1,,New York,2014 ,2,1,10 years,"2,1","3,5,2",,2,,,,Full-time for 8 years,,,1,"4,1,8",AAC,1,5,2,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,3,3,5,3,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3,4,4,4,4,5,5,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,4,4,3,3,4,2,3,5,3,3,3,3,2,3,3,3,4,3,4,2,4,4,4,4,3,3,"4,3,5",,0,,No
2025-12-05 07:24:00,2025-12-05 15:34:06,0,174.229.93.150,100,29405,1,2025-12-05 15:34:06,R_73daTntDAMsA8OG,,,,,40.7809,-73.9502,qr,EN,1,1,1,1,2,1,,New York,1989,2,1,36,1,"3,2",,2,,,,36,,,1,"4,7,3,1",,1,2,2,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,2,2,1,2,2,2,2,4,2,2,2,4,4,2,1,4,2,2,2,4,4,2,2,4,2,4,2,4,4,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,4,2,2,2,2,1,1,5,5,3,3,3,2,2,1,1,5,3,2,2,1,2,2,3,3,3,3,"4,3,1,2",,0,,No
2025-12-05 19:12:37,2025-12-05 19:21:00,0,204.111.113.156,100,503,1,2025-12-05 19:21:01,R_5rTiUcFRfE5pFIE,,,,,38.4476,-78.8698,qr,EN,1,1,1,1,2,1,,VA,2020,2,1,5,"2,1","3,5,4",,1,,,,,2 months ,,1,"2,4,3,1",,2,1,1,4,4,5,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,3,2,3,3,1,1,1,1,1,1,1,1,4,2,4,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,2,3,3,3,2,1,5,1,1,3,2,3,3,4,4,2,3,"4,3,2,6",,0,,No
2025-12-06 01:56:29,2025-12-06 02:01:59,0,24.24.241.187,100,329,1,2025-12-06 02:01:59,R_5HFeNnq4EC1lZcH,,,,,34.0624,-117.1676,qr,EN,1,1,1,1,2,1,,New York ,2024,2,1,1,"2,1","3,4,1",,4,,,1 year ,,,,1,2,,1,4,3,5,5,5,4,5,5,4,3,5,5,3,5,5,1,5,5,3,5,5,2,3,2,3,4,2,1,4,2,1,3,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,2,2,3,3,3,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,1,1,3,2,4,5,4,4,5,5,3,3,5,5,5,5,5,2,5,5,5,5,5,5,"4,3,1,2",,0,,No
2025-12-06 16:07:40,2025-12-06 16:17:04,0,68.237.119.79,100,564,1,2025-12-06 16:17:05,R_3f71qa3Qhisx9vn,,,,,40.7058,-73.3155,qr,EN,1,1,1,1,2,1,,New York ,2022,2,1,3,1,"4,2",,2,,,,,,,1,1,,1,2,2,4,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,3,1,1,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,3,3,,3,3,3,2,2,2,2,2,4,4,4,4,4,1,2,2,2,5,5,2,2,3,3,1,2,1,5,3,2,3,3,3,3,3,3,3,3,"3,1,2",,0,,No
2025-12-06 16:21:23,2025-12-06 16:29:52,0,68.161.160.99,100,509,1,2025-12-06 16:29:52,R_6EcDaN6PuYw38qS,,,,,40.8561,-73.2154,qr,EN,1,1,1,1,2,1,,NY,2019,2,1,7,1,"3,5,2,1",,"4,2",,,1 year,7 years,,,1,"2,5,4,7,3,1",,1,3,2,2,4,5,3,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,4,4,4,3,4,4,3,3,3,3,3,4,2,4,4,4,1,1,1,1,4,5,4,2,3,3,2,2,2,3,4,2,2,2,2,3,3,3,3,3,"3,6",,0,,No
2025-12-07 06:13:16,2025-12-07 06:20:33,0,70.23.125.140,100,436,1,2025-12-07 06:20:33,R_3NCI6MlA1hLGdHw,,,,,40.8627,-73.6351,qr,EN,1,1,1,1,2,1,,New York,2023,2,1,This is my 3rd year.,1,"5,4,2",,2,,,,3,,,1,1,,1,2,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,2,3,3,3,3,1,1,2,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,"3,1,2",,0,,No
2025-12-07 10:02:54,2025-12-07 10:12:38,0,174.197.128.55,100,583,1,2025-12-07 10:12:38,R_3EjmhhCSLvSWCqx,,,,,40.6801,-73.9847,qr,EN,1,1,1,1,2,1,,New York ,2000,2,1,25,1,"5,4,2,1",,2,,,,2001-present,,,1,"5,3,1",,1,1,2,4,4,4,4,4,5,3,1,4,3,1,5,3,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,,0,,No
2025-12-09 06:28:59,2025-12-09 06:41:24,0,174.244.146.36,100,744,1,2025-12-09 06:41:24,R_5Ei0Wy4EkGVH31e,,,,,40.6472,-73.9405,qr,EN,1,1,1,1,2,1,,New York,1998,2,1,31,"2,1","3,5,4,2,1",,"4,2",,,,,,,1,"2,5,7,3",,1,2,2,3,4,5,5,5,5,3,1,4,3,1,5,3,1,5,3,1,5,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,4,4,1,2,1,2,2,2,5,5,1,2,2,2,3,3,4,4,2,2,1,1,2,2,5,5,2,1,2,2,2,4,3,4,3,2,1,1,1,1,1,5,2,3,2,3,1,1,1,4,3,1,1,1,1,1,1,1,1,1,"4,3",,0,,No
2025-12-09 11:50:58,2025-12-09 12:05:51,0,12.74.53.101,100,892,1,2025-12-09 12:05:52,R_7JRVnVYUgwMyGyx,,,,,40.8004,-73.9504,qr,EN,1,1,1,1,2,1,,NY,2008,2,1,17 years,1,"3,5,4,2",,2,,,,,,,1,"5,7,3,1,8",AAC,1,3,2,4,5,5,5,5,5,3,3,3,3,3,3,3,1,1,1,1,1,1,3,4,3,3,3,2,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,1,1,4,4,3,3,2,2,1,1,4,3,4,1,2,2,4,4,4,4,"2,6",,0,,No
